"id","titulo","anio","pais","idioma","duracion","presupuesto","ingresos_mundiales","ingresos_usa","calificacion_promedio","num_votos","genero","ingresos_internacionales","idioma_ingles","pais_fuerte","duracion_cuadrado","outlier_presupuesto","outlier_ingresos","outlier_duracion","log_presupuesto","log_ingresos_int","roi","ratio_ingreso_presupuesto","categoria_presupuesto","decada"
"tt0371257","Stay - Nel labirinto della mente",2005,"USA","English",99,5e+07,8483797,3626883,6.8,73454,"Drama, Mystery, Thriller",4856914,1,1,9801,FALSE,FALSE,FALSE,17.7275335833924,15.39591402066,-0.90286172,0.09713828,"Alto","2000s"
"tt0371606","Chicken Little - Amici per le penne",2005,"USA","English",81,1.5e+08,314432837,135386665,5.7,84176,"Animation, Adventure, Comedy",179046172,1,1,6561,FALSE,FALSE,FALSE,18.8261458587272,19.0031542802624,0.193641146666667,1.19364114666667,"Muy Alto","2000s"
"tt0371724","Guida galattica per autostoppisti",2005,"UK, USA","English",109,5e+07,104478416,51085416,6.8,184355,"Adventure, Comedy, Sci-Fi",53393000,1,0,11881,FALSE,FALSE,FALSE,17.7275335833924,17.7931902279246,0.06786,1.06786,"Alto","2000s"
"tt0371746","Iron Man",2008,"USA, Canada","English",126,1.4e+08,585796247,319034126,7.9,920706,"Action, Adventure, Sci-Fi",266762121,1,0,15876,FALSE,FALSE,FALSE,18.7571529877164,19.4018678904126,0.905443721428571,1.90544372142857,"Muy Alto","2000s"
"tt0372183","The Bourne Supremacy",2004,"USA, Germany","English",108,7.5e+07,290835269,176241941,7.7,427227,"Action, Mystery, Thriller",114593328,1,0,11664,FALSE,FALSE,FALSE,18.1329986848339,18.5569001493813,0.52791104,1.52791104,"Alto","2000s"
"tt0372237","Indovina chi",2005,"USA","English",105,3.5e+07,103121466,68915888,5.9,39782,"Comedy, Romance",34205578,1,1,11025,FALSE,FALSE,FALSE,17.3708586480251,17.3478993173838,-0.0226977714285714,0.977302228571429,"Medio","2000s"
"tt0372532","Un amore in prestito",2005,"USA, UK","English",90,1.5e+07,47096206,31726995,6.2,47567,"Comedy, Romance",15369211,1,0,8100,FALSE,FALSE,FALSE,16.5235608257331,16.5478768454952,0.0246140666666667,1.02461406666667,"Medio","2000s"
"tt0372588","Team America",2004,"USA, Germany","English",98,3.2e+07,50826898,32786074,7.2,157558,"Action, Comedy",18040824,1,0,9604,FALSE,FALSE,FALSE,17.281246492014,16.7081478032604,-0.43622425,0.56377575,"Medio","2000s"
"tt0372784","Batman Begins",2005,"USA, UK","English",140,1.5e+08,373654966,206852432,8.2,1278075,"Action, Adventure",166802534,1,0,19600,FALSE,FALSE,FALSE,18.8261458587272,18.9323212456152,0.112016893333333,1.11201689333333,"Muy Alto","2000s"
"tt0372873","Dragon Wars",2007,"South Korea","English",90,3.2e+07,75108817,10977721,3.5,23527,"Action, Drama, Fantasy",64131096,1,1,8100,FALSE,FALSE,FALSE,17.281246492014,17.9764399368574,1.00409675,2.00409675,"Medio","2000s"
"tt0373051","Viaggio al centro della Terra",2008,"USA","English",93,6e+07,244232688,101704370,5.8,111377,"Action, Adventure, Family",142528318,1,1,8649,FALSE,FALSE,FALSE,17.909855136853,18.7750512677534,1.37547196666667,2.37547196666667,"Alto","2000s"
"tt0373074","Kung Fusion",2004,"Hong Kong, China, USA","Cantonese",99,2e+07,104882445,17108591,7.7,124755,"Action, Comedy, Fantasy",87773854,0,0,9801,FALSE,FALSE,FALSE,16.8112428815183,18.2902742352171,3.3886927,4.3886927,"Medio","2000s"
"tt0373450","False veritÃ ",2005,"Canada, UK","English",107,2.5e+07,3487678,872142,6.4,16886,"Crime, Drama, Mystery",2615536,1,0,11449,FALSE,FALSE,FALSE,17.0343864228325,14.7769799881275,-0.89537856,0.10462144,"Medio","2000s"
"tt0373469","Kiss Kiss Bang Bang",2005,"USA","English",103,1.5e+07,15785148,4243756,7.5,211456,"Action, Comedy, Crime",11541392,1,1,10609,FALSE,FALSE,FALSE,16.5235608257331,16.2614505223312,-0.230573866666667,0.769426133333333,"Medio","2000s"
"tt0373883","Halloween - The Beginning",2007,"USA","English",109,1.5e+07,80460948,58272029,6.1,107123,"Horror",22188919,1,1,11881,FALSE,FALSE,FALSE,16.5235608257331,16.915103623152,0.479261266666667,1.47926126666667,"Medio","2000s"
"tt0373889","Harry Potter e l'Ordine della Fenice",2007,"UK, USA","English",138,1.5e+08,942133343,292353413,7.5,494073,"Action, Adventure, Family",649779930,1,0,19044,FALSE,TRUE,FALSE,18.8261458587272,20.2921442958347,3.3318662,4.3318662,"Muy Alto","2000s"
"tt0373926","The Interpreter",2005,"UK, France, Germany, USA","English",128,8e+07,162944923,72708161,6.4,96245,"Crime, Mystery, Thriller",90236762,1,0,16384,FALSE,FALSE,FALSE,18.1975372051382,18.31794747406,0.127959525,1.127959525,"Alto","2000s"
"tt0374102","Open Water",2003,"USA","English",79,5e+05,54683487,30610863,5.7,50370,"Adventure, Drama, Horror",24072624,1,1,6241,FALSE,FALSE,FALSE,13.1223653774023,16.9965858607303,47.145248,48.145248,"Bajo","2000s"
"tt0374536","Vita da strega",2005,"USA","English",102,8.5e+07,131426169,63313159,4.8,67997,"Comedy, Fantasy, Romance",68113010,1,1,10404,FALSE,FALSE,FALSE,18.2581618262193,18.0366788101393,-0.198670470588235,0.801329529411765,"Alto","2000s"
"tt0374563","Captivity",2007,"USA, Russia","English",96,1.7e+07,10921200,2626800,4.7,22412,"Crime, Drama, Horror",8294400,1,0,9216,FALSE,FALSE,FALSE,16.648723960844,15.9310912668232,-0.512094117647059,0.487905882352941,"Medio","2000s"
"tt0374569","Che - Guerriglia",2008,"Spain, France, USA","Spanish",135,4e+07,8638162,748555,6.9,31850,"Biography, Drama, History",7889607,0,0,18225,FALSE,FALSE,FALSE,17.5043900370782,15.8810570084446,-0.802759825,0.197240175,"Medio","2000s"
"tt0374900","Napoleon Dynamite",2004,"USA","English",96,4e+05,46138887,44540956,6.9,194951,"Comedy",1597931,1,1,9216,FALSE,FALSE,FALSE,12.899222326087,14.2842208512115,2.9948275,3.9948275,"Bajo","2000s"
"tt0375063","Sideways - In viaggio con Jack",2004,"USA, Hungary","English",127,1.6e+07,109706931,71503593,7.5,177052,"Comedy, Drama, Romance",38203338,1,0,16129,FALSE,FALSE,FALSE,16.5880993427041,17.4584334781339,1.387708625,2.387708625,"Medio","2000s"
"tt0375173","Alfie",2004,"UK, USA","English",103,6e+07,35060882,13399812,6.2,50110,"Comedy, Drama, Romance",21661070,1,0,10609,FALSE,FALSE,FALSE,17.909855136853,16.8910272442981,-0.638982166666667,0.361017833333333,"Alto","2000s"
"tt0375210","White Noise - Non ascoltate",2005,"UK, Canada, USA","English",101,1e+07,91196419,56386759,5.5,46661,"Drama, Horror, Mystery",34809660,1,0,10201,FALSE,FALSE,FALSE,16.1180957509583,17.3654055211593,2.480966,3.480966,"Medio","2000s"
"tt0375568","Astro Boy",2009,"Japan, Hong Kong, USA","English",94,6.5e+07,39886986,19551067,6.3,32542,"Animation, Action, Comedy",20335919,1,0,8836,FALSE,FALSE,FALSE,17.9898978432445,16.8278993384933,-0.687139707692308,0.312860292307692,"Alto","2000s"
"tt0375679","Crash: Contatto fisico",2004,"USA, Germany","English",112,6500000,98410061,54580300,7.7,415171,"Crime, Drama, Thriller",43829761,1,0,12544,FALSE,FALSE,FALSE,15.687312888712,17.5958236423095,5.74304015384615,6.74304015384615,"Bajo","2000s"
"tt0376105","Striscia, una zebra alla riscossa",2005,"USA","English",102,3e+07,90754475,49772522,5.2,15722,"Adventure, Comedy, Drama",40981953,1,1,10404,FALSE,FALSE,FALSE,17.2167079729598,17.5286423814343,0.3660651,1.3660651,"Medio","2000s"
"tt0376108","Un allenatore in palla",2005,"USA","English",86,33100000,17492014,16809014,5.2,12248,"Comedy, Family, Sport",683000,1,1,7396,FALSE,FALSE,FALSE,17.3150438705588,13.4342516026807,-0.979365558912387,0.0206344410876133,"Medio","2000s"
"tt0376136","The Rum Diary - Cronache di una passione",2011,"USA, UK","English",119,4.5e+07,30134958,13109815,6.2,97842,"Comedy, Drama",17025143,1,0,14161,FALSE,FALSE,FALSE,17.6221730699568,16.6502018681139,-0.621663488888889,0.378336511111111,"Medio","2010s"
"tt0376541","Closer",2004,"USA, UK","English",104,2.7e+07,115505027,33987757,7.2,199832,"Drama, Romance",81517270,1,0,10816,FALSE,FALSE,FALSE,17.1113474610056,18.2163254698709,2.01915814814815,3.01915814814815,"Medio","2000s"
"tt0376994","X-Men: Conflitto finale",2006,"Canada, USA, UK","English",104,2.1e+08,460435291,234362462,6.7,475426,"Action, Adventure, Sci-Fi",226072829,1,0,10816,TRUE,FALSE,FALSE,19.1626180934436,19.2363677619602,0.076537280952381,1.07653728095238,"Muy Alto","2000s"
"tt0377062","Il volo della fenice",2004,"USA","English",113,4.5e+07,35021497,21009180,6.1,51109,"Action, Adventure, Drama",14012317,1,1,12769,FALSE,FALSE,FALSE,17.6221730699568,16.455447357875,-0.688615177777778,0.311384822222222,"Medio","2000s"
"tt0377091","Mean Creek",2004,"USA","English",90,5e+05,802948,603951,7.2,30259,"Crime, Drama",198997,1,1,8100,FALSE,FALSE,FALSE,13.1223653774023,12.2010500534049,-0.602006,0.397994,"Bajo","2000s"
"tt0377092","Mean Girls",2004,"USA, Canada","English",97,1.7e+07,130125971,86058055,7,324817,"Comedy",44067916,1,0,9409,FALSE,FALSE,FALSE,16.648723960844,17.6012425699875,1.59223035294118,2.59223035294118,"Medio","2000s"
"tt0377107","Proof - La prova",2005,"USA","English",100,2e+07,14189860,7535331,6.7,42614,"Drama, Mystery",6654529,1,1,10000,FALSE,FALSE,FALSE,16.8112428815183,15.7108083837261,-0.66727355,0.33272645,"Medio","2000s"
"tt0377109","The Ring 2",2005,"USA","English",110,5e+07,163995949,76231249,5.4,90187,"Horror, Mystery",87764700,1,1,12100,FALSE,FALSE,FALSE,17.7275335833924,18.2901699390417,0.755294,1.755294,"Alto","2000s"
"tt0377471","Be Cool",2005,"USA","English",118,5.3e+07,95763716,56046979,5.6,66612,"Comedy, Crime, Drama",39716737,1,1,13924,FALSE,FALSE,FALSE,17.7858024903843,17.4972832688947,-0.250627603773585,0.749372396226415,"Alto","2000s"
"tt0377818","Hazzard",2005,"USA","English",104,5e+07,111069515,80270227,5.1,74804,"Comedy",30799288,1,1,10816,FALSE,FALSE,FALSE,17.7275335833924,17.2430021632618,-0.38401424,0.61598576,"Alto","2000s"
"tt0377981","Gnomeo & Giulietta",2011,"UK, USA, Canada","English",84,3.6e+07,193967670,99967670,5.9,51582,"Animation, Adventure, Comedy",9.4e+07,1,0,7056,FALSE,FALSE,FALSE,17.3990295241982,18.3588053508726,1.61111111111111,2.61111111111111,"Medio","2010s"
"tt0378109","Trappola in fondo al mare",2005,"USA","English",110,5e+07,46117696,18801234,5.9,72713,"Action, Adventure, Crime",27316462,1,1,12100,FALSE,FALSE,FALSE,17.7275335833924,17.1230001186925,-0.45367076,0.54632924,"Alto","2000s"
"tt0378194","Kill Bill - Volume 2",2004,"USA","English",137,3e+07,154116796,66208183,8,668215,"Action, Crime, Thriller",87908613,1,1,18769,FALSE,FALSE,FALSE,17.2167079729598,18.2918083555786,1.9302871,2.9302871,"Medio","2000s"
"tt0378284","Machuca",2004,"Chile, Spain, UK, France","Spanish",116,1500000,3187700,26676,7.7,10790,"Biography, Drama, History",3161024,0,0,13456,FALSE,FALSE,FALSE,14.2209763327389,14.9664069000561,1.10734933333333,2.10734933333333,"Bajo","2000s"
"tt0379725","Truman Capote - A sangue freddo",2005,"USA, Canada","English",114,7e+06,49327405,28750530,7.3,123349,"Biography, Crime, Drama",20576875,1,0,12996,FALSE,FALSE,FALSE,15.7614208498767,16.8396784789857,1.93955357142857,2.93955357142857,"Bajo","2000s"
"tt0379786","Serenity",2005,"USA","English",119,3.9e+07,40445129,25514517,7.8,279887,"Action, Adventure, Sci-Fi",14930612,1,1,14161,FALSE,FALSE,FALSE,17.4790722297349,16.5189242269444,-0.617163794871795,0.382836205128205,"Medio","2000s"
"tt0379865","In amore niente regole",2008,"USA, Germany","English",114,5.8e+07,41319039,31373938,6,30766,"Comedy, Drama, Romance",9945101,1,0,12996,FALSE,FALSE,FALSE,17.8759535857521,16.1125907266279,-0.82853274137931,0.17146725862069,"Alto","2000s"
"tt0379889","Il mercante di Venezia",2004,"UK, Italy, Luxembourg, USA","English",131,3e+07,21560182,3765585,7,34545,"Drama, Romance",17794597,1,0,17161,FALSE,FALSE,FALSE,17.2167079729598,16.6944054860559,-0.406846766666667,0.593153233333333,"Medio","2000s"
"tt0379976","Savage Grace",2007,"France, Spain, USA","English",97,4600000,1432799,435746,5.8,10590,"Drama",997053,1,0,9409,FALSE,FALSE,FALSE,15.3415670788506,13.8125602099647,-0.783249347826087,0.216750652173913,"Bajo","2000s"
"tt0380389","Goal!",2005,"USA, UK","English",118,1e+07,27610873,4283255,6.7,59626,"Adventure, Drama, Romance",23327618,1,0,13924,FALSE,FALSE,FALSE,16.1180957509583,16.9651485813526,1.3327618,2.3327618,"Medio","2000s"
"tt0380510","Amabili resti",2009,"USA, UK, New Zealand","English",135,6.5e+07,93621340,44114232,6.7,154536,"Drama, Fantasy, Thriller",49507108,1,0,18225,FALSE,FALSE,FALSE,17.9898978432445,17.7176268333887,-0.238352184615385,0.761647815384615,"Alto","2000s"
"tt0380599","Oliver Twist",2005,"France, UK, Czech Republic","English",130,6e+07,42580321,2080321,6.8,30619,"Crime, Drama",40500000,1,0,16900,FALSE,FALSE,FALSE,17.909855136853,17.5168125567681,-0.325,0.675,"Alto","2000s"
"tt0380623","The Perfect Man",2005,"USA","English",100,1e+07,19770475,16535005,5.5,27925,"Comedy, Family, Romance",3235470,1,1,10000,FALSE,FALSE,FALSE,16.1180957509583,14.9896850703733,-0.676453,0.323547,"Medio","2000s"
"tt0381061","Casino Royale",2006,"UK, Czech Republic, USA, Germany, Bahamas","English",144,1.5e+08,616501619,167445960,8,569968,"Action, Adventure, Thriller",449055659,1,0,20736,FALSE,TRUE,FALSE,18.8261458587272,19.9226574023888,1.99370439333333,2.99370439333333,"Muy Alto","2000s"
"tt0381681","Prima del tramonto",2004,"USA, France","English",80,2700000,15936507,5820649,8,228858,"Drama, Romance",10115858,1,0,6400,FALSE,FALSE,FALSE,14.8087627013449,16.1296149483593,2.74661407407407,3.74661407407407,"Bajo","2000s"
"tt0381707","White Chicks",2004,"USA","English",109,3.7e+07,113100873,70831760,5.6,127968,"Comedy, Crime",42269113,1,1,11881,FALSE,FALSE,FALSE,17.4264284976355,17.5595672118312,0.142408459459459,1.14240845945946,"Medio","2000s"
"tt0381849","Quel treno per Yuma",2007,"USA","English",122,5.5e+07,70016220,53606916,7.7,284071,"Action, Crime, Drama",16409304,1,1,14884,FALSE,FALSE,FALSE,17.8228437613786,16.6133591099451,-0.701649018181818,0.298350981818182,"Alto","2000s"
"tt0381971","Curioso come George",2006,"USA, Germany, Taiwan, France, Canada, South Korea, UK, Philippines","English",87,5e+07,69865924,58360760,6.5,15234,"Animation, Adventure, Comedy",11505164,1,0,7569,FALSE,FALSE,FALSE,17.7275335833924,16.2583066229394,-0.76989672,0.23010328,"Alto","2000s"
"tt0382077","Nascosto nel buio",2005,"Germany, USA","English",101,3e+07,127369981,51100486,6,80522,"Drama, Horror, Mystery",76269495,1,0,10201,FALSE,FALSE,FALSE,17.2167079729598,18.1497836260158,1.5423165,2.5423165,"Medio","2000s"
"tt0382625","Il codice da Vinci",2006,"USA, Malta, France, UK","English",149,1.25e+08,760006945,217536138,6.6,392810,"Mystery, Thriller",542470807,1,0,22201,FALSE,TRUE,FALSE,18.6438243032666,20.1116448317928,3.339766456,4.339766456,"Muy Alto","2000s"
"tt0382628","Dark Water",2005,"USA","English",105,3e+07,68357079,25473352,5.6,59001,"Drama, Horror, Mystery",42883727,1,1,11025,FALSE,FALSE,FALSE,17.2167079729598,17.5740030112462,0.429457566666667,1.42945756666667,"Medio","2000s"
"tt0382932","Ratatouille",2007,"USA","English",111,1.5e+08,623726085,206445654,8,624762,"Animation, Adventure, Comedy",417280431,1,1,12321,FALSE,TRUE,FALSE,18.8261458587272,19.849269052538,1.78186954,2.78186954,"Muy Alto","2000s"
"tt0382992","Stealth - Arma suprema",2005,"USA","English",121,1.35e+08,79268322,32116746,5.1,51365,"Action, Adventure, Sci-Fi",47151576,1,1,14641,FALSE,FALSE,FALSE,18.7207853438101,17.6688780129319,-0.650729066666667,0.349270933333333,"Muy Alto","2000s"
"tt0383010","I tre marmittoni",2012,"USA","English",92,3e+07,54819301,44338224,5.1,29609,"Comedy, Family",10481077,1,1,8464,FALSE,FALSE,FALSE,17.2167079729598,16.1650820941626,-0.650630766666667,0.349369233333333,"Medio","2010s"
"tt0383028","Synecdoche, New York",2008,"USA","English",124,2e+07,4658401,3083538,7.6,79732,"Drama",1574863,1,1,15376,FALSE,FALSE,FALSE,16.8112428815183,14.2696794773072,-0.92125685,0.07874315,"Medio","2000s"
"tt0383060","Zoom",2006,"USA","English",93,3.5e+07,12506362,11989328,4.4,18613,"Action, Adventure, Comedy",517034,1,1,8649,FALSE,FALSE,FALSE,17.3708586480251,13.1558658494583,-0.9852276,0.0147724,"Medio","2000s"
"tt0383216","La pantera rosa",2006,"USA, Czech Republic","English",93,8e+07,164115897,82226474,5.7,80280,"Adventure, Comedy, Crime",81889423,1,0,8649,FALSE,FALSE,FALSE,18.1975372051382,18.2208804073958,0.0236177875,1.0236177875,"Alto","2000s"
"tt0383222","BloodRayne",2005,"Germany, USA","English",95,2.5e+07,3650275,2405420,2.9,33844,"Action, Adventure, Fantasy",1244855,1,0,9025,FALSE,FALSE,FALSE,17.0343864228325,14.0345304185409,-0.9502058,0.0497942,"Medio","2000s"
"tt0383574","Pirati dei Caraibi - La maledizione del forziere fantasma",2006,"USA","English",151,2.25e+08,1066179725,423315812,7.3,644330,"Action, Adventure, Fantasy",642863913,1,1,22801,TRUE,TRUE,FALSE,19.2316109646131,20.2814436175008,1.85717294666667,2.85717294666667,"Muy Alto","2000s"
"tt0383694","Il segreto di Vera Drake",2004,"UK, France","English",125,1.1e+07,13267869,3775283,7.6,23618,"Crime, Drama",9492586,1,0,15625,FALSE,FALSE,FALSE,16.2134059216717,16.0660217361765,-0.137037636363636,0.862962363636364,"Medio","2000s"
"tt0384116","G.O.R.A. - Comiche spaziali",2004,"Turkey","Turkish",127,5e+06,20839049,NA,8,55131,"Adventure, Comedy, Sci-Fi",12503429.4,0,0,16129,FALSE,FALSE,FALSE,15.4249486703984,16.341513596623,1.50068588,2.50068588,"Bajo","2000s"
"tt0384286","Nickname: Enigmista",2005,"USA","English",90,1e+06,32586408,10047674,5.8,25757,"Drama, Horror, Mystery",22538734,1,1,8100,FALSE,FALSE,FALSE,13.8155115579638,16.930745942552,21.538734,22.538734,"Bajo","2000s"
"tt0384537","Silent Hill",2006,"Canada, France, Japan, Australia","English",125,5e+07,100605135,46982632,6.5,210865,"Horror",53622503,1,0,15625,FALSE,FALSE,FALSE,17.7275335833924,17.7974793886746,0.07245006,1.07245006,"Alto","2000s"
"tt0384642","Derby in famiglia",2005,"USA","English",95,4.5e+07,56070433,52842724,5.6,35628,"Comedy, Family, Romance",3227709,1,1,9025,FALSE,FALSE,FALSE,17.6221730699568,14.9872834654267,-0.928273133333333,0.0717268666666667,"Medio","2000s"
"tt0384680","The Weather Man - L'uomo delle previsioni",2005,"USA, Germany","English",102,2.2e+07,19126398,12482775,6.5,76767,"Comedy, Drama",6643623,1,0,10404,FALSE,FALSE,FALSE,16.9065530567771,15.7091681556997,-0.698017136363636,0.301982863636364,"Medio","2000s"
"tt0384793","Ammesso",2006,"USA","English",93,2.3e+07,38623262,36323505,6.4,121619,"Comedy",2299757,1,1,8649,FALSE,FALSE,FALSE,16.9510048173717,14.6483144579723,-0.900010565217391,0.0999894347826087,"Medio","2000s"
"tt0384806","Amityville Horror",2005,"USA","English",90,1.9e+07,107516369,65233369,6,103645,"Horror",42283000,1,1,8100,FALSE,FALSE,FALSE,16.7599495897623,17.5598956956338,1.22542105263158,2.22542105263158,"Medio","2000s"
"tt0385267","In Good Company",2004,"USA","English",109,2.6e+07,61315215,45806659,6.4,53136,"Comedy, Drama, Romance",15508556,1,1,11881,FALSE,FALSE,FALSE,17.0736071344473,16.5569024940741,-0.403517076923077,0.596482923076923,"Medio","2000s"
"tt0385307","Miss F.B.I. - Infiltrata speciale",2005,"USA","English",115,4.5e+07,101393569,48478006,5.1,68314,"Action, Comedy, Crime",52915563,1,1,13225,FALSE,FALSE,FALSE,17.6221730699568,17.7842080690566,0.1759014,1.1759014,"Medio","2000s"
"tt0385752","La bussola d'oro",2007,"UK, USA","English",113,1.8e+08,372234864,70107728,6.1,176725,"Adventure, Family, Fantasy",302127136,1,0,12769,FALSE,TRUE,FALSE,19.00846741441,19.5263584701942,0.678484088888889,1.67848408888889,"Muy Alto","2000s"
"tt0385880","Monster House",2006,"USA","English",91,7.5e+07,141861243,73661010,6.6,97611,"Animation, Comedy, Family",68200233,1,1,8281,FALSE,FALSE,FALSE,18.1329986848339,18.0379585538928,-0.09066356,0.90933644,"Alto","2000s"
"tt0385887","Motherless Brooklyn - I segreti di una cittÃ ",2019,"USA","English",144,2.6e+07,18477736,9277736,6.8,34759,"Crime, Drama, Mystery",9200000,1,1,20736,FALSE,FALSE,FALSE,17.0736071344473,16.0347141507149,-0.646153846153846,0.353846153846154,"Medio","2010s"
"tt0386064","Brothers of War - Sotto due bandiere",2004,"South Korea","Korean",140,12800000,76459252,1111061,8.1,37339,"Action, Drama, War",75348191,0,1,19600,FALSE,FALSE,FALSE,16.3649558070148,18.1376304880575,4.886577421875,5.886577421875,"Medio","2000s"
"tt0386117","Nel paese delle creature selvagge",2009,"Germany, Australia, USA","English",101,1e+08,100140096,77233467,6.7,99603,"Adventure, Drama, Family",22906629,1,0,10201,FALSE,FALSE,FALSE,18.4206807539524,16.9469369462724,-0.77093371,0.22906629,"Muy Alto","2000s"
"tt0386140","The Legend of Zorro",2005,"USA, Mexico","English",129,7.5e+07,142400065,46464023,6,91465,"Action, Adventure, Romance",95936042,1,0,16641,FALSE,FALSE,FALSE,18.1329986848339,18.3791923086598,0.279147226666667,1.27914722666667,"Alto","2000s"
"tt0386588","Hitch - Lui sÃ¬ che capisce le donne",2005,"USA","English",118,7e+07,371594210,179495555,6.6,291792,"Comedy, Romance",192098655,1,1,13924,FALSE,FALSE,FALSE,18.0640058142993,19.0735196313582,1.7442665,2.7442665,"Alto","2000s"
"tt0386741","Renaissance",2006,"France, Luxembourg, UK","English",105,1.8e+07,1831348,70644,6.7,15522,"Animation, Action, Sci-Fi",1760704,1,0,11025,FALSE,FALSE,FALSE,16.705882371416,14.3812248549901,-0.902183111111111,0.0978168888888889,"Medio","2000s"
"tt0387131","The Constant Gardener - La cospirazione",2005,"UK, Germany, Kenya, France, USA, China","English",129,2.5e+07,82466670,33579797,7.4,130476,"Drama, Mystery, Romance",48886873,1,0,16641,FALSE,FALSE,FALSE,17.0343864228325,17.7050194930547,0.95547492,1.95547492,"Medio","2000s"
"tt0387514","Prime",2005,"USA","English",105,2.2e+07,67937494,22827153,6.2,39316,"Comedy, Drama, Romance",45110341,1,1,11025,FALSE,FALSE,FALSE,16.9065530567771,17.6246220908234,1.05047004545455,2.05047004545455,"Medio","2000s"
"tt0387564","Saw - L'enigmista",2004,"USA","English",103,1200000,103911669,56000369,7.6,371979,"Horror, Mystery",47911300,1,1,10609,FALSE,FALSE,FALSE,13.9978329480912,17.6848619635731,38.9260833333333,39.9260833333333,"Bajo","2000s"
"tt0387575","Il figlio di Chucky",2004,"USA, UK, Romania","English",87,1.2e+07,24829644,17083732,4.8,37840,"Comedy, Fantasy, Horror",7745912,1,0,7569,FALSE,FALSE,FALSE,16.3004172910856,15.8626759073904,-0.354507333333333,0.645492666666667,"Medio","2000s"
"tt0387877","Black Dahlia",2006,"USA, Germany, France","English",121,5e+07,49332692,22545080,5.6,70639,"Crime, Drama, Mystery",26787612,1,0,14641,FALSE,FALSE,FALSE,17.7275335833924,17.1034501371405,-0.46424776,0.53575224,"Alto","2000s"
"tt0388139","It's All Gone Pete Tong",2004,"UK, Canada","English",90,2e+06,1635056,120620,7.3,19119,"Biography, Comedy, Drama",1514436,1,0,8100,FALSE,FALSE,FALSE,14.5086582385241,14.2305543106971,-0.242782,0.757218,"Bajo","2000s"
"tt0388182","Alla scoperta di Charlie",2007,"USA","English",93,1e+07,1045786,268461,6.6,21912,"Comedy, Drama",777325,1,1,8649,FALSE,FALSE,FALSE,16.1180957509583,13.5636151037776,-0.9222675,0.0777325,"Medio","2000s"
"tt0388419","Fuga dal Natale",2004,"USA","English",99,6e+07,96593018,73780539,5.4,41002,"Comedy, Family",22812479,1,1,9801,FALSE,FALSE,FALSE,17.909855136853,16.9428183125943,-0.619792016666667,0.380207983333333,"Alto","2000s"
"tt0388482","Transporter: Extreme",2005,"France, USA, Germany","English",87,3.2e+07,89083229,43095856,6.3,188667,"Action, Thriller",45987373,1,0,7569,FALSE,FALSE,FALSE,17.281246492014,17.6438774385164,0.43710540625,1.43710540625,"Medio","2000s"
"tt0388795","I segreti di Brokeback Mountain",2005,"USA, Canada","English",134,1.4e+07,178062759,83043761,7.7,317082,"Drama, Romance",95018998,1,0,17956,FALSE,FALSE,FALSE,16.4545679590081,18.3695874190433,5.78707128571429,6.78707128571429,"Medio","2000s"
"tt0388980","Il piÃ¹ bel gioco della mia vita",2005,"USA, Canada","English",120,2.6e+07,15431177,15337393,7.4,27532,"Biography, Drama, Sport",93784,1,0,14400,FALSE,FALSE,FALSE,17.0736071344473,11.4487602074944,-0.996392923076923,0.00360707692307692,"Medio","2000s"
"tt0389557","Black Book",2006,"Netherlands, Germany, UK, Belgium","Dutch",145,2.1e+07,26768563,4398532,7.7,71558,"Drama, Thriller, War",22370031,0,0,21025,FALSE,FALSE,FALSE,16.8600330433067,16.9232327639525,0.0652395714285714,1.06523957142857,"Medio","2000s"
"tt0389722","30 giorni di buio",2007,"USA, New Zealand","English",113,3e+07,75513170,39569000,6.6,161844,"Action, Horror, Thriller",35944170,1,0,12769,FALSE,FALSE,FALSE,17.2167079729598,17.3974774871212,0.198139,1.198139,"Medio","2000s"
"tt0389790","Bee Movie",2007,"USA, Australia","English",91,1.5e+08,293514336,126631277,6.1,138462,"Animation, Adventure, Comedy",166883059,1,0,8281,FALSE,FALSE,FALSE,18.8261458587272,18.9328038855779,0.112553726666667,1.11255372666667,"Muy Alto","2000s"
"tt0389860","Cambia la tua vita con un click",2006,"USA","English",107,82500000,240685326,137355633,6.4,300363,"Comedy, Drama, Fantasy",103329693,1,1,11449,FALSE,FALSE,FALSE,18.2283088634261,18.4534353468003,0.252481127272727,1.25248112727273,"Alto","2000s"
"tt0389957","Edison City",2005,"USA, Germany","English",99,2.5e+07,4165675,NA,5.3,14605,"Action, Crime, Drama",2499405,1,0,9801,FALSE,FALSE,FALSE,17.0343864228325,14.7315636616071,-0.9000238,0.0999762,"Medio","2000s"
"tt0390022","Friday Night Lights",2004,"Germany, USA","English",118,3e+07,61950770,61255921,7.2,58029,"Action, Drama, Sport",694849,1,0,13924,FALSE,FALSE,FALSE,17.2167079729598,13.4514512739147,-0.976838366666667,0.0231616333333333,"Medio","2000s"
"tt0390221","Maria Full of Grace",2004,"Colombia, Ecuador, USA","Spanish",101,3e+06,12594630,6529624,7.4,33667,"Crime, Drama",6065006,0,0,10201,FALSE,FALSE,FALSE,14.9141231799657,15.6180462545229,1.02166866666667,2.02166866666667,"Bajo","2000s"
