"id","titulo","anio","pais","idioma","duracion","presupuesto","ingresos_mundiales","ingresos_usa","calificacion_promedio","num_votos","genero","ingresos_internacionales","idioma_ingles","pais_fuerte","duracion_cuadrado","outlier_presupuesto","outlier_ingresos","outlier_duracion","log_presupuesto","log_ingresos_int","roi","ratio_ingreso_presupuesto","categoria_presupuesto","decada"
"tt0035423","Kate & Leopold",2001,"USA","English",118,4.8e+07,76019048,47121859,6.4,77852,"Comedy, Fantasy, Romance",28897189,1,1,13924,FALSE,FALSE,FALSE,17.6867115897055,17.1792549165214,-0.397975229166667,0.602024770833333,"Medio","2000s"
"tt0118589","Glitter",2001,"USA","English",104,2.2e+07,5271666,4274407,2.2,21298,"Drama, Music, Romance",997259,1,1,10816,FALSE,FALSE,FALSE,16.9065530567771,13.8127667972932,-0.954670045454545,0.0453299545454545,"Medio","2000s"
"tt0120630","Galline in fuga",2000,"UK, USA, France","English",84,4.5e+07,224834564,106834564,7,173987,"Animation, Adventure, Comedy",1.18e+08,1,0,7056,FALSE,FALSE,FALSE,17.6221730699568,18.5861951909045,1.62222222222222,2.62222222222222,"Medio","2000s"
"tt0120667","I Fantastici 4",2005,"USA, Germany","English",106,1e+08,333535934,154696080,5.7,307944,"Action, Adventure, Fantasy",178839854,1,0,11236,FALSE,FALSE,FALSE,18.4206807539524,19.0020012985491,0.78839854,1.78839854,"Muy Alto","2000s"
"tt0120679","Frida",2002,"Mexico, USA, Canada","English",123,1.2e+07,56298474,25885000,7.4,79690,"Biography, Drama, Romance",30413474,1,0,15129,FALSE,FALSE,FALSE,16.3004172910856,17.2303963247462,1.53445616666667,2.53445616666667,"Medio","2000s"
"tt0120681","La vera storia di Jack lo Squartatore",2001,"USA, Czech Republic, UK","English",122,3.5e+07,74558115,31602566,6.8,144714,"Horror, Mystery, Thriller",42955549,1,0,14884,FALSE,FALSE,FALSE,17.3708586480251,17.5756764180696,0.2273014,1.2273014,"Medio","2000s"
"tt0120737","Il Signore degli Anelli - La compagnia dell'Anello",2001,"New Zealand, USA","English",178,9.3e+07,887934303,315544750,8.8,1619920,"Action, Adventure, Drama",572389553,1,0,31684,FALSE,TRUE,FALSE,18.3481100618702,20.1653303560042,5.15472637634409,6.15472637634409,"Alto","2000s"
"tt0120753","The Million Dollar Hotel",2000,"Germany, UK, USA","English",122,8e+06,105983,59989,5.9,20570,"Drama, Mystery, Thriller",45994,1,0,14884,FALSE,FALSE,FALSE,15.8949522246441,10.7362879739113,-0.99425075,0.00574925,"Bajo","2000s"
"tt0120755","Mission: Impossible II",2000,"USA, Germany","English",123,1.25e+08,546388108,215409889,6.1,308586,"Action, Adventure, Thriller",330978219,1,0,15129,FALSE,TRUE,FALSE,18.6438243032666,19.6175631305722,1.647825752,2.647825752,"Muy Alto","2000s"
"tt0120804","Resident Evil",2002,"UK, Germany, USA","English",100,3.3e+07,102984862,40119709,6.7,243241,"Action, Horror, Sci-Fi",62865153,1,0,10000,FALSE,FALSE,FALSE,17.3120181497338,17.9565025777002,0.905004636363636,1.90500463636364,"Medio","2000s"
"tt0120824","The Shipping News - Ombre dal profondo",2001,"Canada, USA","English",111,3.8e+07,24690441,11434216,6.7,31614,"Drama",13256225,1,0,12321,FALSE,FALSE,FALSE,17.4530967440064,16.3999778868267,-0.651151973684211,0.348848026315789,"Medio","2000s"
"tt0120903","X-Men",2000,"USA","English",104,7.5e+07,296339528,157299718,7.4,562022,"Action, Adventure, Sci-Fi",139039810,1,1,10816,FALSE,FALSE,FALSE,18.1329986848339,18.7502708601594,0.853864133333333,1.85386413333333,"Alto","2000s"
"tt0120912","Men in Black II",2002,"USA","English",88,1.4e+08,445135288,193735288,6.2,337088,"Action, Adventure, Comedy",251400000,1,1,7744,FALSE,FALSE,FALSE,18.7571529877164,19.3425558580981,0.795714285714286,1.79571428571429,"Muy Alto","2000s"
"tt0120913","Titan A.E.",2000,"USA","English",94,7.5e+07,36754634,22753426,6.6,58060,"Animation, Action, Adventure",14001208,1,1,8836,FALSE,FALSE,FALSE,18.1329986848339,16.4546542409938,-0.813317226666667,0.186682773333333,"Alto","2000s"
"tt0120917","Le follie dell'imperatore",2000,"USA","English",78,1e+08,169327687,89302687,7.3,175207,"Animation, Adventure, Comedy",80025000,1,1,6084,FALSE,FALSE,FALSE,18.4206807539524,18.1978496563163,-0.19975,0.80025,"Muy Alto","2000s"
"tt0121164","La sposa cadavere",2005,"USA, UK","English",77,4e+07,118090836,53359111,7.3,237421,"Animation, Drama, Family",64731725,1,0,5929,FALSE,FALSE,FALSE,17.5043900370782,17.985761994773,0.618293125,1.618293125,"Medio","2000s"
"tt0121765","Star Wars: Episodio II - L'attacco dei cloni",2002,"USA","English",142,1.15e+08,653779970,310676740,6.5,625761,"Action, Adventure, Fantasy",343103230,1,1,20164,FALSE,TRUE,FALSE,18.5604426950232,19.6535419248639,1.98350634782609,2.98350634782609,"Muy Alto","2000s"
"tt0121766","Star Wars: Episodio III - La vendetta dei Sith",2005,"USA","English",140,1.13e+08,868390560,380270577,7.5,694239,"Action, Adventure, Fantasy",488119983,1,1,19600,FALSE,TRUE,FALSE,18.5428983855262,20.0060718024491,3.31964586725664,4.31964586725664,"Muy Alto","2000s"
"tt0122459","Return to Me",2000,"USA","English",115,2.4e+07,36609995,32722798,6.9,19351,"Comedy, Drama, Romance",3887197,1,1,13225,FALSE,FALSE,FALSE,16.9935644299789,15.1731991475645,-0.838033458333333,0.161966541666667,"Medio","2000s"
"tt0125022","Heartbreakers - Vizio di famiglia",2001,"USA","English",123,3.5e+07,57756408,40336607,6.2,50857,"Comedy, Crime, Romance",17419801,1,1,15129,FALSE,FALSE,FALSE,17.3708586480251,16.6731181630783,-0.5022914,0.4977086,"Medio","2000s"
"tt0126029","Shrek",2001,"USA","English",90,6e+07,487769799,267665011,7.8,600116,"Animation, Adventure, Comedy",220104788,1,1,8100,FALSE,FALSE,FALSE,17.909855136853,19.2096143045517,2.66841313333333,3.66841313333333,"Alto","2000s"
"tt0130623","Dinosauri",2000,"USA","English",82,127500000,349822765,137748063,6.5,51947,"Animation, Adventure, Family",212074702,1,1,6724,FALSE,FALSE,FALSE,18.6636269304059,19.1724491432091,0.663330996078431,1.66333099607843,"Muy Alto","2000s"
"tt0131704","Le avventure di Rocky e Bullwinkle",2000,"USA, Germany, South Korea, India, Canada","English",92,7.6e+07,35134820,26005820,4.2,19101,"Animation, Adventure, Comedy",9129000,1,0,8464,FALSE,FALSE,FALSE,18.1462439114085,16.0269668270882,-0.879881578947368,0.120118421052632,"Alto","2000s"
"tt0132245","Driven",2001,"USA, Canada, Australia","English",116,9.4e+07,54744738,32720065,4.6,38891,"Action, Drama, Sport",22024673,1,0,13456,FALSE,FALSE,FALSE,18.3588053508726,16.9076739283149,-0.765694968085106,0.234305031914894,"Alto","2000s"
"tt0133152","Planet of the Apes - Il pianeta delle scimmie",2001,"USA","English",119,1e+08,362211740,180011740,5.7,207951,"Action, Adventure, Sci-Fi",182200000,1,1,14161,FALSE,FALSE,FALSE,18.4206807539524,19.0206155482786,0.822,1.822,"Muy Alto","2000s"
"tt0133240","Il pianeta del tesoro",2002,"USA","English",95,1.4e+08,110041363,38176783,7.2,99484,"Animation, Adventure, Family",71864580,1,1,9025,FALSE,FALSE,FALSE,18.7571529877164,18.0902940865741,-0.486681571428571,0.513318428571429,"Muy Alto","2000s"
"tt0134084","Scream 3",2000,"USA","English",116,4e+07,161834276,89143175,5.6,121153,"Horror, Mystery",72691101,1,1,13456,FALSE,FALSE,FALSE,17.5043900370782,18.1017295416155,0.817277525,1.817277525,"Medio","2000s"
"tt0134847","Pitch Black",2000,"USA, Australia","English",109,2.3e+07,53187659,39240659,7.1,222655,"Action, Horror, Sci-Fi",13947000,1,0,11881,FALSE,FALSE,FALSE,16.9510048173717,16.4507750610408,-0.393608695652174,0.606391304347826,"Medio","2000s"
"tt0134983","Supernova",2000,"USA, Switzerland","English",90,9e+07,14828081,14230455,4.9,16884,"Horror, Sci-Fi, Thriller",597626,1,0,8100,FALSE,FALSE,FALSE,18.3153202394057,13.300722092503,-0.993359711111111,0.00664028888888889,"Alto","2000s"
"tt0138524","Prima ti sposo, poi ti rovino",2003,"USA","English",100,6e+07,120801243,35327628,6.2,89972,"Comedy, Crime, Romance",85473615,1,1,10000,FALSE,FALSE,FALSE,17.909855136853,18.2637183014896,0.42456025,1.42456025,"Alto","2000s"
"tt0138749","La strada per El Dorado",2000,"USA","English",89,9.5e+07,76432727,50863742,6.9,82217,"Animation, Adventure, Comedy",25568985,1,1,7921,FALSE,FALSE,FALSE,18.3693874600911,17.0568906906344,-0.730852789473684,0.269147210526316,"Alto","2000s"
"tt0138946","The Yards",2000,"USA","English",115,2.4e+07,924036,889352,6.4,19633,"Crime, Drama, Romance",34684,1,1,13225,FALSE,FALSE,FALSE,16.9935644299789,10.4540625958194,-0.998554833333333,0.00144516666666667,"Medio","2000s"
"tt0139654","Training Day",2001,"USA","English",122,4.5e+07,104876233,76631907,7.7,381509,"Crime, Drama, Thriller",28244326,1,1,14884,FALSE,FALSE,FALSE,17.6221730699568,17.1564031812316,-0.372348311111111,0.627651688888889,"Medio","2000s"
"tt0141926","U-571",2000,"France, USA, Italy","English",116,6.2e+07,127666415,77122415,6.6,75749,"Action, War",50544000,1,0,13456,FALSE,FALSE,FALSE,17.9426449591384,17.7383548218087,-0.184774193548387,0.815225806451613,"Alto","2000s"
"tt0144084","American Psycho",2000,"USA, Canada","English",101,7e+06,34266564,15070285,7.6,473137,"Comedy, Crime, Drama",19196279,1,0,10201,FALSE,FALSE,FALSE,15.7614208498767,16.7702270682261,1.74232557142857,2.74232557142857,"Bajo","2000s"
"tt0144528","La famiglia del professore matto",2000,"USA","English",106,8.4e+07,166339890,123309890,4.4,47646,"Comedy, Romance, Sci-Fi",43030000,1,1,11236,FALSE,FALSE,FALSE,18.2463273687124,17.5774081280544,-0.487738095238095,0.512261904761905,"Alto","2000s"
"tt0144964","Highlander: Endgame",2000,"UK, USA, Luxembourg","English",87,2.5e+07,15843608,12811858,4.6,19127,"Action, Adventure, Fantasy",3031750,1,0,7569,FALSE,FALSE,FALSE,17.0343864228325,14.9246508983615,-0.87873,0.12127,"Medio","2000s"
"tt0145487","Spider-Man",2002,"USA","English",121,1.39e+08,825025036,407022860,7.3,675212,"Action, Adventure, Sci-Fi",418002176,1,1,14641,FALSE,TRUE,FALSE,18.7499844982892,19.8509971986094,2.00720989928058,3.00720989928058,"Muy Alto","2000s"
"tt0146309","Thirteen Days",2000,"USA","English",145,8e+07,66579890,34592089,7.3,53099,"Drama, History, Thriller",31987801,1,1,21025,FALSE,FALSE,FALSE,18.1975372051382,17.2808652005936,-0.6001524875,0.3998475125,"Alto","2000s"
"tt0146316","Lara Croft: Tomb Raider",2001,"USA, UK, Japan, Germany","English",100,1.15e+08,274703340,131168070,5.8,195155,"Action, Adventure, Fantasy",143535270,1,0,10000,FALSE,FALSE,FALSE,18.5604426950232,18.7820913539031,0.248132782608696,1.2481327826087,"Muy Alto","2000s"
"tt0146882","Alta fedeltÃ ",2000,"UK, USA","English",113,3e+07,47126295,27287137,7.5,165533,"Comedy, Drama, Music",19839158,1,0,12769,FALSE,FALSE,FALSE,17.2167079729598,16.8031682698097,-0.338694733333333,0.661305266666667,"Medio","2000s"
"tt0146984","La leggenda di Bagger Vance",2000,"USA","English",126,8e+07,39459427,30919168,6.7,52789,"Drama, Fantasy, Sport",8540259,1,1,15876,FALSE,FALSE,FALSE,18.1975372051382,15.9603020102662,-0.8932467625,0.1067532375,"Alto","2000s"
"tt0149624","Passione ribelle",2000,"USA","English",116,5.7e+07,18133495,15540353,5.8,12778,"Drama, Romance, Western",2593142,1,1,13456,FALSE,FALSE,FALSE,17.8585618433427,14.7683812114768,-0.954506280701754,0.0454937192982456,"Alto","2000s"
"tt0156812","Il mio cane Skip",2000,"USA","English",95,6e+06,35547761,34134641,7,19069,"Comedy, Drama, Family",1413120,1,1,9025,FALSE,FALSE,FALSE,15.607270193859,14.1613112914044,-0.76448,0.23552,"Bajo","2000s"
"tt0156841","Sai che c'Ã¨ di nuovo?",2000,"USA","English",108,2.5e+07,24362772,14990582,4.7,10660,"Comedy, Drama, Romance",9372190,1,1,11664,FALSE,FALSE,FALSE,17.0343864228325,16.053257458257,-0.6251124,0.3748876,"Medio","2000s"
"tt0157262","2001: Un'astronave spuntata nello spazio",2000,"Canada, Germany","English",99,4.5e+07,270813,NA,3.6,11337,"Comedy, Sci-Fi",162487.8,1,0,9801,FALSE,FALSE,FALSE,17.6221730699568,11.9983643552997,-0.99638916,0.00361084,"Medio","2000s"
"tt0157472","Clockstoppers",2002,"USA","English",94,2.6e+07,38793283,36989956,5.2,13261,"Action, Adventure, Comedy",1803327,1,1,8836,FALSE,FALSE,FALSE,17.0736071344473,14.405144404664,-0.930641269230769,0.0693587307692308,"Medio","2000s"
"tt0158622","I Flintstones in Viva Rock Vegas",2000,"USA","English",90,8.3e+07,59468275,35268275,3.6,21224,"Comedy, Family, Romance",24200000,1,1,8100,FALSE,FALSE,FALSE,18.2343511778091,17.0018632324492,-0.708433734939759,0.291566265060241,"Alto","2000s"
"tt0159273","Behind Enemy Lines - Dietro le linee nemiche",2001,"USA","English",106,4e+07,91753202,58856790,6.4,97575,"Action, Drama, Thriller",32896412,1,1,11236,FALSE,FALSE,FALSE,17.5043900370782,17.3088741824361,-0.1775897,0.8224103,"Medio","2000s"
"tt0159365","Ritorno a Cold Mountain",2003,"USA, Italy, Romania","English",154,7.9e+07,173013509,95636509,7.2,138013,"Adventure, Drama, History",77377000,1,0,23716,FALSE,FALSE,FALSE,18.1849584230895,18.1642001497009,-0.0205443037974684,0.979455696202532,"Alto","2000s"
"tt0160009","L'arte della guerra",2000,"USA, Canada","English",117,6e+07,40400425,30208599,5.7,28367,"Action, Adventure, Crime",10191826,1,0,13689,FALSE,FALSE,FALSE,17.909855136853,16.1370966825527,-0.830136233333333,0.169863766666667,"Alto","2000s"
"tt0160127","Charlie's Angels",2000,"USA, Germany","English",98,9.3e+07,264105545,125305545,5.5,173640,"Action, Adventure, Comedy",138800000,1,0,9604,FALSE,FALSE,FALSE,18.3481100618702,18.7485446132416,0.49247311827957,1.49247311827957,"Alto","2000s"
"tt0160184","D-Tox",2002,"Germany, USA","English",96,5.5e+07,6632383,79161,5.3,23989,"Crime, Thriller",6553222,1,0,9216,FALSE,FALSE,FALSE,17.8228437613786,15.6954675476578,-0.880850509090909,0.119149490909091,"Alto","2000s"
"tt0160399","Impostor",2001,"USA","English",95,3e+07,8694320,6285176,6.2,22363,"Drama, Mystery, Sci-Fi",2409144,1,1,9025,FALSE,FALSE,FALSE,17.2167079729598,14.6947824707362,-0.9196952,0.0803048,"Medio","2000s"
"tt0160484","Lost Souls - La profezia",2000,"USA","English",97,5e+07,31355910,16815253,4.8,10316,"Drama, Horror, Thriller",14540657,1,1,9409,FALSE,FALSE,FALSE,17.7275335833924,16.4924592835161,-0.70918686,0.29081314,"Alto","2000s"
"tt0160797","Regole d'onore",2000,"UK, Germany, Canada, USA","English",128,6e+07,71732303,61335230,6.4,43780,"Drama, Thriller, War",10397073,1,0,16384,FALSE,FALSE,FALSE,17.909855136853,16.1570349783725,-0.82671545,0.17328455,"Alto","2000s"
"tt0161081","Le veritÃ  nascoste",2000,"USA","English",130,1e+08,291420351,155464351,6.6,116054,"Drama, Fantasy, Horror",135956000,1,1,16900,FALSE,FALSE,FALSE,18.4206807539524,18.727841869297,0.35956,1.35956,"Muy Alto","2000s"
"tt0161083","Lo scroccone e il ladro",2001,"USA","English",94,6e+07,38464131,32269834,5.5,14842,"Comedy, Crime",6194297,1,1,8836,FALSE,FALSE,FALSE,17.909855136853,15.6391397494332,-0.896761716666667,0.103238283333333,"Alto","2000s"
"tt0162222","Cast Away",2000,"USA","English",143,9e+07,429632142,233632142,7.8,510788,"Adventure, Drama, Romance",1.96e+08,1,1,20449,FALSE,FALSE,FALSE,18.3153202394057,19.0936252222968,1.17777777777778,2.17777777777778,"Alto","2000s"
"tt0162346","Ghost World",2001,"USA, UK, Germany","English",111,7e+06,8764007,6217849,7.3,111652,"Comedy, Drama",2546158,1,0,12321,FALSE,FALSE,FALSE,15.7614208498767,14.7500965070529,-0.636263142857143,0.363736857142857,"Bajo","2000s"
"tt0162650","Shaft",2000,"Germany, USA","English",99,4.6e+07,107626125,70334258,5.9,72469,"Action, Crime, Thriller",37291867,1,0,9801,FALSE,FALSE,FALSE,17.6441519761925,17.4342858447593,-0.189307239130435,0.810692760869565,"Medio","2000s"
"tt0162983","Avviso di chiamata",2000,"Germany, USA","English",94,6e+07,51880044,36050230,4.9,11693,"Comedy, Drama",15829814,1,0,8836,FALSE,FALSE,FALSE,17.909855136853,16.577405745118,-0.736169766666667,0.263830233333333,"Alto","2000s"
"tt0163025","Jurassic Park III",2001,"USA","English",92,9.3e+07,368780809,181171875,5.9,290954,"Action, Adventure, Sci-Fi",187608934,1,1,8464,FALSE,FALSE,FALSE,18.3481100618702,19.049870221334,1.0173003655914,2.0173003655914,"Alto","2000s"
"tt0163978","The Beach",2000,"USA, UK","English",119,5e+07,144056873,39785027,6.7,219346,"Adventure, Drama, Romance",104271846,1,0,14161,FALSE,FALSE,FALSE,17.7275335833924,18.462511960237,1.08543692,2.08543692,"Alto","2000s"
"tt0163983","La mossa del diavolo",2000,"USA, Germany","English",107,6.5e+07,40443010,29381494,5.1,13737,"Crime, Drama, Horror",11061516,1,0,11449,FALSE,FALSE,FALSE,17.9898978432445,16.2189827055931,-0.829822830769231,0.170177169230769,"Alto","2000s"
"tt0164052","L'uomo senza ombra",2000,"USA, Germany","English",112,9.5e+07,190213455,73209340,5.8,121916,"Action, Horror, Sci-Fi",117004115,1,0,12544,FALSE,FALSE,FALSE,18.3693874600911,18.5777196716304,0.231622263157895,1.23162226315789,"Alto","2000s"
"tt0164184","Al vertice della tensione",2002,"USA, Germany, Canada","English",124,6.8e+07,193921372,118907036,6.4,101506,"Action, Drama, Thriller",75014336,1,0,15376,FALSE,FALSE,FALSE,18.0350182778463,18.1331898132318,0.103152,1.103152,"Alto","2000s"
"tt0164212","Under Suspicion",2000,"France, USA","English",110,2.5e+07,1308242,260562,6.5,22055,"Crime, Drama, Thriller",1047680,1,0,12100,FALSE,FALSE,FALSE,17.0343864228325,13.8620897082143,-0.9580928,0.0419072,"Medio","2000s"
"tt0164334","Nella morsa del ragno",2001,"USA, Germany, Canada","English",104,6e+07,105178561,74078174,6.4,74947,"Drama, Thriller",31100387,1,0,10816,FALSE,FALSE,FALSE,17.909855136853,17.2527308529559,-0.481660216666667,0.518339783333333,"Alto","2000s"
"tt0165832","Interstate 60",2002,"Canada, USA","English",116,7e+06,8449,NA,7.7,29384,"Adventure, Comedy, Drama",5069.4,1,0,13456,FALSE,FALSE,FALSE,15.7614208498767,8.53117498893666,-0.9992758,0.0007242,"Bajo","2000s"
"tt0165929","Romeo deve morire",2000,"USA","English",115,2.5e+07,91036760,55973336,6.1,66018,"Action, Crime, Thriller",35063424,1,1,13225,FALSE,FALSE,FALSE,17.0343864228325,17.3726691223609,0.40253696,1.40253696,"Medio","2000s"
"tt0165982","Sinbad - La leggenda dei sette mari",2003,"USA","English",88,6e+07,80773077,26483452,6.7,48185,"Animation, Adventure, Family",54289625,1,1,7744,FALSE,FALSE,FALSE,17.909855136853,17.8098437169281,-0.0951729166666667,0.904827083333333,"Alto","2000s"
"tt0166276","Monkeybone",2001,"USA","English",93,7.5e+07,7622365,5411999,4.7,16489,"Animation, Comedy, Fantasy",2210366,1,1,8649,FALSE,FALSE,FALSE,18.1329986848339,14.6086691230554,-0.970528453333333,0.0294715466666667,"Alto","2000s"
"tt0166813","Spirit - Cavallo selvaggio",2002,"USA","English",83,8e+07,122563539,73280117,7.1,63449,"Animation, Adventure, Drama",49283422,1,1,6889,FALSE,FALSE,FALSE,18.1975372051382,17.7130983350046,-0.383957225,0.616042775,"Alto","2000s"
"tt0166924","Mulholland Drive",2001,"France, USA","English",147,1.5e+07,20129557,7220243,8,312966,"Drama, Mystery, Thriller",12909314,1,0,21609,FALSE,FALSE,FALSE,16.5235608257331,16.3734597017714,-0.139379066666667,0.860620933333333,"Medio","2000s"
"tt0167190","Hellboy",2004,"USA","English",122,6.6e+07,99378985,59623958,6.8,302680,"Action, Fantasy, Horror",39755027,1,1,14884,FALSE,FALSE,FALSE,18.0051653151422,17.4982468816314,-0.397651106060606,0.602348893939394,"Alto","2000s"
"tt0167260","Il Signore degli Anelli - Il ritorno del re",2003,"New Zealand, USA","English",201,9.4e+07,1142271098,377845905,8.9,1604280,"Action, Adventure, Drama",764425193,1,0,40401,FALSE,TRUE,TRUE,18.3588053508726,20.4546347289709,7.13218290425532,8.13218290425532,"Alto","2000s"
"tt0167261","Il Signore degli Anelli - Le due torri",2002,"New Zealand, USA","English",179,9.4e+07,951227416,342551365,8.7,1449778,"Action, Adventure, Drama",608676051,1,0,32041,FALSE,TRUE,FALSE,18.3588053508726,20.2267967498284,5.47527713829787,6.47527713829787,"Alto","2000s"
"tt0167456","Thunderbirds",2004,"UK, France, USA","English",95,5.7e+07,28283637,6880917,4.3,12967,"Action, Adventure, Comedy",21402720,1,0,9025,FALSE,FALSE,FALSE,17.8585618433427,16.879028621442,-0.624513684210526,0.375486315789474,"Alto","2000s"
"tt0168629","Dancer in the Dark",2000,"Denmark, Germany, Netherlands, Italy, USA, UK, France, Sweden, Finland, Iceland, Argentina, Norway, Taiwan, Belgium","English",140,12800000,40031879,4184036,8,100095,"Crime, Drama, Musical",35847843,1,0,19600,FALSE,FALSE,FALSE,16.3649558070148,17.3947939837314,1.800612734375,2.800612734375,"Medio","2000s"
"tt0168786","Antwone Fisher",2002,"USA","English",120,12500000,23367586,21078145,7.3,32331,"Biography, Drama",2289441,1,1,14400,FALSE,FALSE,FALSE,16.3412392822725,14.6438186777163,-0.81684472,0.18315528,"Medio","2000s"
"tt0169102","Lagaan - C'era una volta in India",2001,"India","Hindi",224,6e+06,1724806,909043,8.1,102618,"Adventure, Drama, Musical",815763,0,1,50176,FALSE,FALSE,TRUE,15.607270193859,13.611880376429,-0.8640395,0.1359605,"Bajo","2000s"
"tt0170016","Il Grinch",2000,"USA, Germany","English",104,1.23e+08,345141403,260044825,6.2,198436,"Comedy, Family, Fantasy",85096578,1,0,10816,FALSE,FALSE,FALSE,18.6276949214668,18.2592973929706,-0.308157902439024,0.691842097560976,"Muy Alto","2000s"
"tt0170691","Tigerland",2000,"USA, Germany","English",101,1e+07,148701,139692,7,37549,"Drama, War",9009,1,0,10201,FALSE,FALSE,FALSE,16.1180957509583,9.10609035060238,-0.9990991,0.0009009,"Medio","2000s"
"tt0171433","Tentazioni d'amore",2000,"USA","English",128,2.9e+07,59945183,37047880,6.3,49326,"Comedy, Drama, Romance",22897303,1,1,16384,FALSE,FALSE,FALSE,17.1828064224335,16.9465297323362,-0.210437827586207,0.789562172413793,"Medio","2000s"
"tt0171580","Betty Love",2000,"Germany, USA","English",110,3.5e+07,29364989,25170054,6.1,32633,"Comedy, Crime, Drama",4194935,1,0,12100,FALSE,FALSE,FALSE,17.3708586480251,15.2493886415096,-0.880144714285714,0.119855285714286,"Medio","2000s"
"tt0172156","Bad Boys II",2003,"USA","English",147,1.3e+08,273339556,138608444,6.6,227621,"Action, Comedy, Crime",134731112,1,1,21609,FALSE,FALSE,FALSE,18.6830450161122,18.7187915946643,0.0363931692307692,1.03639316923077,"Muy Alto","2000s"
"tt0172495","Il gladiatore",2000,"USA, UK, Malta, Morocco","English",155,1.03e+08,465361176,187705427,8.5,1308193,"Action, Adventure, Drama",277655749,1,0,24025,FALSE,TRUE,FALSE,18.4502395559026,19.4418925949638,1.69568688349515,2.69568688349515,"Muy Alto","2000s"
"tt0173716","A morte Hollywood",2000,"USA, France","English",87,1e+07,1961544,1284646,6.3,13392,"Comedy, Crime, Thriller",676898,1,0,7569,FALSE,FALSE,FALSE,16.1180957509583,13.4252773531725,-0.9323102,0.0676898,"Medio","2000s"
"tt0173840","Final Fantasy",2001,"USA, Japan","English",106,1.37e+08,85131830,32131830,6.4,79526,"Animation, Action, Adventure",5.3e+07,1,0,11236,FALSE,FALSE,FALSE,18.7354914910917,17.7858024903843,-0.613138686131387,0.386861313868613,"Muy Alto","2000s"
"tt0174480","Autumn in New York",2000,"USA","English",103,6.5e+07,90726668,37761915,5.7,24514,"Drama, Romance",52964753,1,1,10609,FALSE,FALSE,FALSE,17.9898978432445,17.7851372314253,-0.185157646153846,0.814842353846154,"Alto","2000s"
"tt0175142","Scary Movie - Senza paura, senza vergogna... senza cervello!",2000,"USA","English",88,1.9e+07,278019771,157019771,6.2,228332,"Comedy",1.21e+08,1,1,7744,FALSE,FALSE,FALSE,16.7599495897623,18.6113011118255,5.36842105263158,6.36842105263158,"Medio","2000s"
"tt0176783","Gossip",2000,"USA","English",90,2.4e+07,12591270,5108820,5.9,14277,"Drama, Mystery, Thriller",7482450,1,1,8100,FALSE,FALSE,FALSE,16.9935644299789,15.8280709700741,-0.68823125,0.31176875,"Medio","2000s"
"tt0177971","La tempesta perfetta",2000,"USA","English",130,1.4e+08,328718434,182618434,6.4,154003,"Action, Adventure, Drama",146100000,1,1,16900,FALSE,FALSE,FALSE,18.7571529877164,18.7998018835656,0.0435714285714286,1.04357142857143,"Muy Alto","2000s"
"tt0179098","Moonlight Mile - Voglia di ricominciare",2002,"USA","English",117,2.1e+07,10011050,6835856,6.6,13367,"Drama, Romance",3175194,1,1,13689,FALSE,FALSE,FALSE,16.8600330433067,14.9708796057458,-0.848800285714286,0.151199714285714,"Medio","2000s"
"tt0179626","15 minuti - Follia omicida a New York",2001,"USA, Germany","English",120,6e+07,56359980,24403552,6.1,47946,"Action, Crime, Drama",31956428,1,0,14400,FALSE,FALSE,FALSE,17.909855136853,17.2798839392029,-0.467392866666667,0.532607133333333,"Alto","2000s"
"tt0180052","Pluto Nash",2002,"USA, Australia","English",95,1e+08,7103973,4420080,3.8,24184,"Comedy, Action, Sci-Fi",2683893,1,0,9025,FALSE,FALSE,FALSE,18.4206807539524,14.8027792830002,-0.97316107,0.02683893,"Muy Alto","2000s"
"tt0180073","Quills - La penna dello scandalo",2000,"UK, Germany, USA","English",124,13500000,17989227,7065332,7.3,50924,"Biography, Drama",10923895,1,0,15376,FALSE,FALSE,FALSE,16.4182003174827,16.2064632412082,-0.190822592592593,0.809177407407407,"Medio","2000s"
"tt0180093","Requiem for a Dream",2000,"USA","English",102,4500000,7390108,3635482,8.3,748291,"Drama",3754626,1,1,10404,FALSE,FALSE,FALSE,15.3195881769627,15.1384995040254,-0.165638666666667,0.834361333333333,"Bajo","2000s"
"tt0180734","Hardball",2001,"Germany, USA","English",106,3.2e+07,44102389,40222729,6.4,27785,"Drama, Sport",3879660,1,0,11236,FALSE,FALSE,FALSE,17.281246492014,15.1712583366484,-0.878760625,0.121239375,"Medio","2000s"
"tt0181536","Scoprendo Forrester",2000,"USA","English",136,4.3e+07,80049764,51804714,7.3,81537,"Drama",28245050,1,1,18496,FALSE,FALSE,FALSE,17.5767106969137,17.1564288143692,-0.343138372093023,0.656861627906977,"Medio","2000s"
"tt0181689","Minority Report",2002,"USA","English",145,1.02e+08,358372926,132072926,7.6,498830,"Action, Crime, Mystery",226300000,1,1,21025,FALSE,FALSE,FALSE,18.4404833810525,19.2373721150227,1.21862745098039,2.21862745098039,"Muy Alto","2000s"
"tt0181739","Osmosis Jones",2001,"USA","English",95,7e+07,14026418,13596911,6.3,31815,"Animation, Action, Adventure",429507,1,1,9025,FALSE,FALSE,FALSE,18.0640058142993,12.9703956465426,-0.993864185714286,0.00613581428571429,"Alto","2000s"
